game_id,player_id,team_id,timeOnIce,goals,assists,shots,hits,powerPlayGoals,powerPlayAssists,penaltyMinutes,faceOffWins,faceoffTaken,takeaways,giveaways,shortHandedGoals,shortHandedAssists,blocked,plusMinus,evenTimeOnIce,shortHandedTimeOnIce,powerPlayTimeOnIce,gameNumber
2007020316,8471214,15,1403,0,1,4,NA,0,0,0,0,0,NA,NA,0,0,NA,1,1082,54,267,185
2007020328,8471214,15,1171,2,0,6,NA,1,0,0,0,0,NA,NA,0,0,NA,0,999,0,172,186
2007020343,8471214,15,1410,1,0,9,NA,0,0,0,0,0,NA,NA,0,0,NA,0,1110,9,291,187
2007020351,8471214,15,1809,0,0,11,NA,0,0,0,1,1,NA,NA,0,0,NA,1,1236,0,573,188
2007020365,8471214,15,1545,2,1,6,NA,2,0,0,0,0,NA,NA,0,0,NA,-1,1007,30,508,189
2007020377,8471214,15,1334,1,1,7,NA,0,0,4,0,0,NA,NA,0,0,NA,2,1121,13,200,190
2007020412,8471214,15,1569,0,1,5,NA,0,0,0,0,0,NA,NA,0,0,NA,2,1089,43,437,191
2007020423,8471214,15,1214,1,1,5,NA,0,0,0,0,0,NA,NA,0,0,NA,3,875,0,339,192
2007020435,8471214,15,1443,0,1,1,NA,0,0,0,0,0,NA,NA,0,0,NA,1,1257,11,175,193
2007020447,8471214,15,1650,1,0,5,NA,0,0,0,0,0,NA,NA,0,0,NA,0,1177,13,460,194
2007020463,8471214,15,1302,1,0,6,NA,1,0,2,0,0,NA,NA,0,0,NA,-2,926,17,359,195
2007020475,8471214,15,1262,0,0,7,NA,0,0,2,0,0,NA,NA,0,0,NA,-2,879,1,382,196
2007020485,8471214,15,1568,1,0,5,NA,1,0,0,0,1,NA,NA,0,0,NA,-1,1066,0,502,197
2007020503,8471214,15,1339,0,1,5,NA,0,1,2,0,0,NA,NA,0,0,NA,-3,1002,0,337,198
2007020519,8471214,15,1440,1,0,2,NA,0,0,0,0,0,NA,NA,0,0,NA,0,1237,0,203,199
2007020539,8471214,15,1374,0,1,3,NA,0,0,2,0,0,NA,NA,0,0,NA,0,1040,0,334,200
2007020548,8471214,15,1015,1,0,2,NA,0,0,2,0,0,NA,NA,0,0,NA,2,874,0,141,201
2007020562,8471214,15,1281,4,1,5,NA,1,0,0,0,0,NA,NA,0,0,NA,2,850,0,431,202
2007020585,8471214,15,1365,0,2,3,NA,0,1,0,1,1,NA,NA,0,0,NA,1,1116,0,249,203
2007020595,8471214,15,1407,0,0,4,NA,0,0,0,0,0,NA,NA,0,0,NA,0,1037,3,367,204
2007020609,8471214,15,1433,2,0,5,NA,1,0,2,0,0,NA,NA,0,0,NA,0,1128,0,305,205
2007020638,8471214,15,1250,0,0,5,NA,0,0,0,0,0,NA,NA,0,0,NA,0,916,9,325,206
2007020666,8471214,15,1535,1,1,6,NA,0,0,0,0,0,NA,NA,0,0,NA,1,1110,6,419,207
2007020676,8471214,15,1441,1,0,3,NA,1,0,0,0,0,NA,NA,0,0,NA,0,1039,8,394,208
2007020691,8471214,15,1468,1,1,5,NA,0,1,0,0,0,NA,NA,0,0,NA,2,1003,0,465,209
2007020711,8471214,15,1132,1,1,9,NA,1,1,0,0,0,NA,NA,0,0,NA,0,942,0,190,210
2007020725,8471214,15,1728,2,1,11,NA,1,0,0,0,0,NA,NA,0,0,NA,1,1130,4,594,211
2007020738,8471214,15,1418,1,0,8,NA,0,0,0,0,0,NA,NA,0,0,NA,1,1061,3,354,212
2007020745,8471214,15,1221,0,2,2,NA,0,1,0,0,0,NA,NA,0,0,NA,0,1005,2,214,213
2007020761,8471214,15,1329,0,0,4,NA,0,0,0,0,0,NA,NA,0,0,NA,-1,1166,36,127,214
2007020773,8471214,15,1492,4,1,6,NA,0,0,0,0,0,NA,NA,0,0,NA,4,1204,45,243,215
2007020789,8471214,15,1366,0,0,7,NA,0,0,0,0,0,NA,NA,0,0,NA,-2,1241,9,116,216
2007020805,8471214,15,1319,2,0,10,NA,0,0,0,0,1,NA,NA,0,0,NA,0,1096,5,218,217
2007020814,8471214,15,1097,1,0,4,NA,0,0,2,0,1,NA,NA,0,0,NA,0,984,0,113,218
2007020828,8471214,15,1676,0,0,4,NA,0,0,0,0,1,NA,NA,0,0,NA,-1,1028,28,620,219
2007020844,8471214,15,1290,1,2,4,NA,1,1,0,0,0,NA,NA,0,0,NA,1,1040,10,240,220
